"Project.Name","Out.Degrees","In.Degrees"
"forecast",7,0
"forecast_io",2,0
"forecast-rs",6,0
"foreign-types",1,12
"foreman",4,0
"forever",0,1
"forge",4,0
"forgiving-htmlescape",2,0
"forismatic",4,0
"forkjoin",3,0
"form",6,0
"form-checker",1,0
"format-sys",1,0
"formdata",15,5
"fors",4,0
"fortune",2,0
"fortunelike",3,0
"forust",1,0
"fosslim",5,0
"foundation",6,0
"fountain_codes",2,0
"fountaincode",1,0
"fourleaf",1,1
"foursquare",14,0
"fpa",2,1
"FPS",4,0
"fps_counter",2,7
"fps-camera",3,0
"fractal",5,0
"fractal-api",5,0
"fractal-dto",3,1
"fractal-utils",7,2
"fraction",1,3
"fractran_macros",2,0
"fragment",0,2
"framebuffer",4,0
"framed",7,0
"framed-serial",3,0
"framedyd-sys",1,0
"framedyn-sys",1,0
"framestream",3,1
"framing",4,5
"framp",11,1
"frank_jwt",7,0
"frappe",3,2
"fred",16,0
"free",1,4
"free-space-wipe",3,0
"freefare",3,0
"freefare-sys",2,1
"freegeoip",2,0
"freeimage",4,0
"freestanding-musl-malloc",1,0
"freeswitchrs",1,0
"freetype",2,3
"freetype-rs",8,9
"freetype-src-sys",2,1
"freetype-sys",3,5
"freetypegl",2,0
"french-numbers",5,1
"frequency",1,3
"frequency-btreemap",2,0
"frequency-hashmap",3,0
"frequency-ordermap",4,0
"freude",7,0
"fringe",5,1
"fringe-futures",2,0
"fritzbox_logs",7,0
"fritzbox_logs_analyzer",2,0
"froggy",2,2
"from_hashmap",2,0
"from_variants",5,0
"from_variants_impl",5,1
"fromxml",1,1
"frontmatter",1,1
"frostflake",1,0
"frounding",1,0
"fruently",14,0
"fruitbasket",6,3
"frunk",6,1
"frunk_core",3,4
"frunk_derives",3,3
"frunk_laws",2,1
"frustum_query",2,0
"fs_eventbridge",5,0
"fs-trie",5,0
"fs-utils",2,1
"fs2",4,24
"fselect",10,0
"fsevent",5,2
"fsevent-sys",1,2
"fsize",1,0
"fst",11,7
"fst-bin",13,0
"fst-levenshtein",2,2
"fst-regex",3,2
"fstab",1,1
"fsuipc",4,0
"fswatch",4,0
"fswatch-sys",3,1
"fsync",4,0
"ft",1,0
"ft2",5,0
"ftdi",2,0
"ftp",4,0
"fts",5,0
"fuchsia-zircon",2,2
"fuchsia-zircon-sys",1,2
"fui",4,0
"fujisaki_ringsig",5,0
"func_swap",1,0
"functils",1,0
"functor",1,1
"funfsm",1,0
"fungi-lang",2,0
"fungtaai",4,0
"funzzy",5,0
"fuse",6,7
"fuse_mt",5,1
"fuss",1,0
"futex",3,1
"futf",2,1
"future_pubsub",3,0
"future-by-example",2,0
"future-utils",5,3
"futures",7,721
"futures-after",1,0
"futures-await",7,11
"futures-await-async-macro",6,1
"futures-await-quote",1,5
"futures-await-syn",9,3
"futures-await-synom",2,2
"futures-await-test",6,0
"futures-black-hole",2,0
"futures-bufio",2,0
"futures-channel",1,6
"futures-checkout",1,0
"futures-core",1,17
"futures-cpupool",3,93
"futures-crypto",5,0
"futures-derive",3,0
"futures-error-chain",1,0
"futures-executor",4,3
"futures-fs",3,1
"futures-glib",9,7
"futures-io",4,11
"futures-log",2,0
"futures-mio",7,1
"futures-mpsc",1,1
"futures-mutex",2,1
"futures-poll-log",2,0
"futures-router-sink",1,0
"futures-shim",2,0
"futures-sink",2,7
"futures-spawn",2,1
"futures-stable",3,1
"futures-state-stream",1,3
"futures-stream-select-all",1,0
"futures-threadpool",4,0
"futures-timer",1,1
"futures-tls",11,0
"futures-util",5,6
"futures-zipkin",2,0
"fux_kdtree",3,0
"fuzzmutator",1,0
"fuzzy",1,0
"fuzzy_file_helper",1,0
"fw",18,0
"fwatcher",3,0
"fwpuclnt-sys",1,0
"fxhash",3,5
"fxsm-derive",2,0
"fxsutility-sys",1,0
"g-k-crates-io-client",6,1
"ga",4,0
"gaffer_udp",4,0
"gag",4,5
"gaia",18,0
"gaia_assetgen",10,1
"gaia_quadtree",1,1
"galil-seiferas",7,1
"galvanic-assert",1,4
"galvanic-mock",5,1
"galvanic-mock-lib",1,0
"galvanic-test",1,1
"galvanize",1,1
"galvanize_cli",3,0
"game_time",4,0
"game-2048",4,0
"game-of-life",5,0
"game-of-life-parsers",3,0
"game2048",5,0
"gameai",4,0
"gameboy_core",1,1
"gameboy_opengl",4,0
"gamer",1,0
"gamma-lut",2,0
"gaol",3,0
"gap-buffer",1,0
"gapbuffer",0,2
"gaspi-reference-sys",1,0
"gate",4,0
"gate_build",4,0
"gateway",7,0
"gattii",10,0
"gauc",13,0
"gaudium",6,0
"gauss",11,0
"gauthz",10,0
"gazetta",4,1
"gazetta-bin",2,0
"gazetta-cli",6,1
"gazetta-core",7,4
"gazetta-model-ext",2,1
"gazetta-render-ext",3,1
"gba-make-cartridge",3,0
"gbm",8,1
"gbm-rs",1,3
"gbm-sys",2,1
"gc",3,6
"gc_derive",3,5
"gcast",8,0
"gcast-protocol",5,1
"gcast-wire",1,1
"gcc",4,335
"gccjit",2,1
"gccjit_sys",1,1
"gcj-helper",2,0
"gcloud",9,0
"gcm",7,0
"gcnctrlusb",2,0
"gcollections",2,1
"gcrypt",6,1
"gdal",5,0
"gdal-sys",1,1
"gdax-client",11,0
"gdb",2,0
"gdb_mi",7,0
"gdbm",3,0
"gdbm-sys",1,1
"gdi32-sys",2,20
"gdiplus-sys",1,0
"gdk",17,20
"gdk-pixbuf",6,14
"gdk-pixbuf-sys",6,16
"gdk-sys",9,15
"gdl-parser",2,1
"gdnative-core",2,0
"gdnative-macros",3,1
"gds",1,0
"ge",2,0
"gear",14,0
"gearley",5,4
"gears",11,1
"gears-cli",4,0
"gecko_atom",2,1
"geckodriver",12,0
"gedcomx_date",2,0
"geeny-api",7,1
"gel",1,1
"gelf",9,0
"gen-epub-book",9,0
"genact",12,0
"gene-seq-intersections",10,0
"generate-nix-pkg",12,0
"generator",6,1
"generic-array",4,79
"generic-dns-update",9,0
"generic-matrix",2,0
"genesis",1,0
"genesis-core",3,0
"genetic_planner",2,0
"genetic-files",3,0
"genevo",8,0
"gengine",1,0
"genio",1,0
"genmesh",2,10
"geo",7,18
"geochunk",13,0
"geocode",5,1
"geodate",2,0
"geogrid",9,1
"geohash",2,1
"geoip",4,0
"geoip-sys",1,1
"geojson",6,6
"geometric",1,0
"geometry",2,0
"geometry-predicates",1,0
"geomprim2d",1,0
"geopattern",3,0
"geoshaper",16,0
"ger",5,0
"gerber-types",6,0
"gerrit-rust",17,0
"get_errno",2,0
"get_if_addrs",9,9
"get_if_addrs-sys",2,1
"get-trait",2,1
"get-twitter-token",9,0
"getaddrs",2,0
"getch",2,3
"getopts",1,204
"getsb",4,0
"getset",2,7
"gettext",2,1
"gexiv2-sys",5,1
"gfapi",2,0
"gfapi-sys",5,1
"gfcgi",1,0
"gfx",16,56
"gfx_app",26,0
"gfx_core",8,22
"gfx_debug_draw",11,3
"gfx_device_dx11",6,4
"gfx_device_gl",6,32
"gfx_device_metal",8,3
"gfx_device_vulkan",7,3
"gfx_draping",9,1
"gfx_gl",4,3
"gfx_glyph",18,4
"gfx_macros",3,3
"gfx_phase",4,2
"gfx_pipeline",4,0
"gfx_scene",5,1
"gfx_shader_watch",6,0
"gfx_smaa",4,0
"gfx_text",6,4
"gfx_window_dxgi",8,3
"gfx_window_glfw",4,1
"gfx_window_glutin",5,20
"gfx_window_metal",7,2
"gfx_window_sdl",5,2
"gfx_window_sdl2",3,0
"gfx_window_vulkan",5,2
"gg",2,0
"ggez",25,2
"ggp-rs",10,0
"gh_vm",3,0
"ghakuf",2,0
"ghc-rts-rs",4,0
"ghcl",11,0
"ghlabel",5,0
"ghopac",11,0
"ghp",3,1
"gibbon",2,0
"gif",4,13
"gif-dispose",3,4
"gifski",15,0
"gild",2,0
"gilrs",11,0
"gimei",5,0
"gimli",12,11
"gimli-hash",3,0
"gio",7,16
"gio-2-0-sys",5,0
"gio-sys",5,22
"gip",6,0
"gist",8,0
"gist-i",7,0
"git",3,0
"git_httpsable",1,2
"git_httpsable_cli",2,0
"git_ignore",2,0
"git_track",3,0
"git-absorb",8,0
"git-appraise",6,0
"git-box",19,0
"git-brws",3,0
"git-build-version",2,2
"git-changelog",16,0
"git-checks",10,0
"git-clean",2,0
"git-codeowners",2,0
"git-freq",1,0
"git-global",6,0
"git-gsub",3,0
"git-historian",1,0
"git-hive-protocol",3,0
"git-interactive-rebase-tool",3,0
"git-journal",15,0
"git-latest-commit",3,0
"git-mix",4,0
"git-series",9,0
"git-sql",15,0
"git-subset",2,0
"git-topic-stage",4,0
"git-version",0,1
"git-who",3,0
"git-workarea",7,2
"git2",12,87
"git2_codecommit",10,0
"git2-curl",8,1
"gitclass",4,0
"gitconfig",0,1
"gitconfig2json",2,1
"gitconfig2json_cli",4,0
"githelper",2,0
"github",3,0
"github_httpsable_cli",1,0
"github_webhook_data",3,0
"github_webhook_message_validator",1,0
"github-gql-rs",8,1
"github-issues-export",12,0
"github-rs",13,1
"gitignore",2,2
"gitlab",10,2
"gitlab-api",12,0
"gitostat",7,0
"gitter",6,0
"gitter-slack",8,0
"gitx",6,0
"gj",2,4
"gjio",5,2
"gl",5,41
"gl_common",1,9
"gl_generator",5,18
"gl_helpers",11,2
"glass",1,0
"gleam",5,5
"glenum",2,1
"glfw",9,17
"glfw-sys",1,1
"glhelpe6",1,0
"glhelper",3,1
"gli",19,0
"glib",7,46
"glib-2_0-sys",3,4
"glib-2-0-sys",3,5
"glib-itc",5,2
"glib-sys",3,69
"glicko2",1,0
"glide",19,0
"glider",1,0
"glit",7,0
"glitch-in-the-matrix",12,1
"glitter",6,0
"glium",18,65
"glium_pib",3,0
"glium_sdl2",6,0
"glium_shapes",3,0
"glium_text",6,3
"glium_text_rusttype",4,1
"gliumdemo",2,0
"glm",3,2
"glm_color",3,0
"glmf32-sys",1,0
"glob",1,172
"globset",7,12
"globtest",2,0
"globwalk",3,0
"glop",27,0
"glossy",5,1
"glossy_codegen",6,0
"glowygraph",7,0
"glpk-sys",1,0
"glr-parser",1,0
"glsl",1,1
"glsl-optimizer-sys",2,2
"glsl-to-spirv",2,3
"glsl-to-spirv-macros-impl",3,0
"glslang-sys",2,0
"gltf",15,6
"gltf-derive",3,2
"gltf-importer",3,2
"gltf-json",4,1
"gltf-utils",2,4
"gltf-viewer",19,0
"gltile",8,0
"glu32-sys",1,0
"gluon",33,5
"gluon_base",14,6
"gluon_c-api",2,0
"gluon_check",10,3
"gluon_completion",8,3
"gluon_format",8,3
"gluon_language-server",26,0
"gluon_parser",14,5
"gluon_repl",18,0
"gluon_vm",25,3
"gluons",2,0
"gluster",9,0
"gluster-xdr",1,0
"glusterfs-exporter",8,0
"glutin",31,54
"glutin_cocoa",3,1
"glutin_core_foundation",1,2
"glutin_core_graphics",3,1
"glx",4,2
"glyph_packer",1,2
"gm-boilerplate",3,0
"gm-types",4,1
"gmagick",5,0
"gml",1,0
"gmp",1,2
"gmp-mpfr",1,1
"gmp-sys",1,1
"gnudbm",6,0
"gnunet",8,0
"gnupg",1,0
"gnuplot",2,7
"gnutls",2,0
"gnutls-sys",3,1
"goal",6,0
"goat",3,0
"goauth",7,1
"gobject-2_0-sys",3,2
"gobject-2-0-sys",3,3
"gobject-sys",4,54
"goblin",6,15
"godot-sys",1,0
"goertzel",0,1
"goertzel-filter",2,0
"gog-sync",11,0
"goji",9,0
"gol",7,0
"goldenfile",2,0
"gong",5,0
"good_stv",6,0
"googl",4,0
"google-abusiveexperiencereport1",8,1
"google-abusiveexperiencereport1-cli",11,0
"google-acceleratedmobilepageurl1",8,1
"google-acceleratedmobilepageurl1-cli",11,0
"google-adexchangebuyer1d3",12,1
"google-adexchangebuyer1d3-cli",13,0
"google-adexchangebuyer1d4",11,1
"google-adexchangebuyer1d4-cli",13,0
"google-adexchangebuyer2_v2_beta1",8,1
"google-adexchangebuyer2_v2_beta1-cli",6,0
"google-adexchangeseller2",12,1
"google-adexchangeseller2-cli",13,0
"google-adexperiencereport1",8,1
"google-adexperiencereport1-cli",11,0
"google-admin1_directory",12,1
"google-admin1_directory-cli",13,0
"google-admin1_reports",12,1
"google-admin1_reports-cli",13,0
"google-admin2_email_migration",10,0
"google-adsense1d4",12,1
"google-adsense1d4-cli",13,0
"google-adsensehost4d1",12,1
"google-adsensehost4d1-cli",13,0
"google-analytics3",12,1
"google-analytics3-cli",13,0
"google-analyticsreporting4",1,0
"google-androiddeviceprovisioning1",8,1
"google-androiddeviceprovisioning1-cli",11,0
"google-androidenterprise1",12,1
"google-androidenterprise1-cli",13,0
"google-androidmanagement1",8,1
"google-androidmanagement1-cli",11,0
"google-androidpublisher2",12,1
"google-androidpublisher2-cli",13,0
"google-appengine1",10,1
"google-appengine1_beta4",11,1
"google-appengine1_beta4-cli",13,0
"google-appengine1_beta5",11,1
"google-appengine1_beta5-cli",13,0
"google-appengine1-cli",13,0
"google-appsactivity1",12,1
"google-appsactivity1-cli",13,0
"google-appstate1",12,1
"google-appstate1-cli",13,0
"google-audit1",10,0
"google-autoscaler1_beta2",12,1
"google-autoscaler1_beta2-cli",13,0
"google-bigquery2",12,1
"google-bigquery2-cli",13,0
"google-bigquerydatatransfer1",8,1
"google-bigquerydatatransfer1-cli",11,0
"google-blogger3",12,1
"google-blogger3-cli",13,0
"google-books1",12,1
"google-books1-cli",13,0
"google-calendar3",12,1
"google-calendar3-cli",13,0
"google-civicinfo2",11,1
"google-civicinfo2-cli",12,0
"google-classroom1",11,1
"google-classroom1-cli",13,0
"google-cloudbilling1",11,1
"google-cloudbilling1-cli",13,0
"google-cloudbuild1",8,0
"google-clouddebugger2",11,1
"google-clouddebugger2-cli",13,0
"google-clouderrorreporting1_beta1",8,1
"google-clouderrorreporting1_beta1-cli",11,0
"google-cloudfunctions1",8,1
"google-cloudfunctions1-cli",11,0
"google-cloudiot1",8,1
"google-cloudiot1-cli",11,0
"google-cloudkms1",8,1
"google-cloudkms1_beta1",8,1
"google-cloudkms1_beta1-cli",11,0
"google-cloudkms1-cli",11,0
"google-cloudlatencytest2",12,1
"google-cloudlatencytest2-cli",13,0
"google-cloudmonitoring2_beta2",12,1
"google-cloudmonitoring2_beta2-cli",13,0
"google-cloudresourcemanager1",11,1
"google-cloudresourcemanager1_beta1",11,1
"google-cloudresourcemanager1_beta1-cli",13,0
"google-cloudresourcemanager1-cli",13,0
"google-cloudsearch1",6,0
"google-cloudtasks2_beta2",8,1
"google-cloudtasks2_beta2-cli",11,0
"google-cloudtrace1",11,1
"google-cloudtrace1-cli",13,0
"google-cloudtrace2",8,1
"google-cloudtrace2-cli",11,0
"google-clouduseraccountsvm_beta",11,1
"google-clouduseraccountsvm_beta-cli",13,0
"google-compute1",12,1
"google-compute1-cli",2,0
"google-consumersurveys2",11,1
"google-consumersurveys2-cli",11,0
"google-container1",11,1
"google-container1_beta1",10,0
"google-container1-cli",13,0
"google-content2",12,1
"google-content2_sandbox",11,1
"google-content2_sandbox-cli",13,0
"google-content2-cli",13,0
"google-coordinate1",12,1
"google-coordinate1-cli",13,0
"google-customsearch1",12,1
"google-customsearch1-cli",13,0
"google-dataflow1_b4",6,0
"google-dataproc1",11,1
"google-dataproc1-cli",13,0
"google-datastore1",8,1
"google-datastore1_beta2",10,0
"google-datastore1_beta3",8,1
"google-datastore1_beta3-cli",11,0
"google-datastore1-cli",11,0
"google-deploymentmanager2",11,1
"google-deploymentmanager2_beta1",9,0
"google-deploymentmanager2_beta2",11,1
"google-deploymentmanager2_beta2-cli",13,0
"google-deploymentmanager2-cli",13,0
"google-dfareporting2",6,0
"google-dfareporting2d1",12,1
"google-dfareporting2d1-cli",13,0
"google-dfareporting2d2",11,1
"google-dfareporting2d2-cli",13,0
"google-dfareporting2d3",11,1
"google-dfareporting2d3-cli",13,0
"google-dfareporting2d4",11,1
"google-dfareporting2d4-cli",13,0
"google-dfareporting2d5",10,1
"google-dfareporting2d5-cli",13,0
"google-dfareporting2d6",10,1
"google-dfareporting2d6-cli",13,0
"google-dfareporting2d7",9,1
"google-dfareporting2d7-cli",12,0
"google-dfareporting2d8",8,1
"google-dfareporting2d8-cli",11,0
"google-dfareporting3",8,1
"google-dfareporting3-cli",11,0
"google-dialogflow2_beta1",8,1
"google-dialogflow2_beta1-cli",11,0
"google-discovery1",12,1
"google-discovery1-cli",13,0
"google-dlp2_beta1",8,1
"google-dlp2_beta1-cli",11,0
"google-dns1",12,1
"google-dns1_beta1",6,0
"google-dns1-cli",13,0
"google-doubleclickbidmanager1",12,1
"google-doubleclickbidmanager1-cli",13,0
"google-doubleclicksearch2",12,1
"google-doubleclicksearch2-cli",13,0
"google-drive2",12,1
"google-drive2-cli",13,0
"google-drive3",11,1
"google-drive3-cli",13,0
"google-firebasedynamiclinks1",9,1
"google-firebasedynamiclinks1-cli",12,0
"google-firebaseremoteconfig1",8,1
"google-firebaseremoteconfig1-cli",11,0
"google-firestore1_beta1",8,1
"google-firestore1_beta1-cli",11,0
"google-fitness1",12,1
"google-fitness1-cli",13,0
"google-freebase1",10,0
"google-freebase1_sandbox",10,0
"google-fusiontables2",12,1
"google-fusiontables2-cli",13,0
"google-games1",12,1
"google-games1-cli",13,0
"google-gamesconfiguration1_configuration",12,1
"google-gamesconfiguration1_configuration-cli",13,0
"google-gamesmanagement1_management",12,1
"google-gamesmanagement1_management-cli",13,0
"google-gan1_beta1",12,1
"google-gan1_beta1-cli",13,0
"google-genomics1",11,1
"google-genomics1_beta2",9,0
"google-genomics1-cli",13,0
"google-geo",2,0
"google-gmail1",12,1
"google-gmail1-cli",13,0
"google-groupsmigration1",12,1
"google-groupsmigration1-cli",13,0
"google-groupssettings1",12,1
"google-groupssettings1-cli",13,0
"google-iam1",11,1
"google-iam1-cli",13,0
"google-identitytoolkit3",12,1
"google-identitytoolkit3-cli",13,0
"google-kgsearch1",10,1
"google-kgsearch1-cli",13,0
"google-language1",8,1
"google-language1_beta1",8,1
"google-language1_beta1-cli",11,0
"google-language1-cli",11,0
"google-licensing1",12,1
"google-licensing1-cli",13,0
"google-logging1_beta3",10,0
"google-logging2",9,1
"google-logging2",9,1
"google-logging2_beta1",11,1
"google-logging2_beta1-cli",13,0
"google-logging2-cli",13,0
"google-manager1_beta2",12,1
"google-manager1_beta2-cli",13,0
"google-manufacturers1",9,1
"google-manufacturers1-cli",12,0
"google-mapsengine1",10,0
"google-mirror1",12,1
"google-mirror1-cli",13,0
"google-ml1",8,1
"google-ml1_beta1",9,1
"google-ml1_beta1-cli",12,0
"google-ml1-cli",11,0
"google-monitoring3",11,1
"google-monitoring3-cli",13,0
"google-oauth2_v2",10,0
"google-oslogin1",8,1
"google-oslogin1_beta",8,1
"google-oslogin1_beta-cli",11,0
"google-oslogin1-cli",11,0
"google-pagespeedonline2",12,1
"google-pagespeedonline2-cli",13,0
"google-partners2",11,1
"google-partners2-cli",13,0
"google-people1",11,1
"google-people1-cli",13,0
"google-playcustomapp1",8,1
"google-playcustomapp1-cli",11,0
"google-playmoviespartner1",11,1
"google-playmoviespartner1-cli",13,0
"google-plus1",12,1
"google-plus1-cli",13,0
"google-plusdomains1",12,1
"google-plusdomains1-cli",13,0
"google-prediction1d6",12,1
"google-prediction1d6-cli",13,0
"google-proximitybeacon1_beta1",11,1
"google-proximitybeacon1_beta1-cli",13,0
"google-pubsub1",11,1
"google-pubsub1_beta2",12,1
"google-pubsub1_beta2-cli",13,0
"google-pubsub1-cli",13,0
"google-qpxexpress1",12,1
"google-qpxexpress1-cli",13,0
"google-replicapool1_beta2",12,1
"google-replicapool1_beta2-cli",13,0
"google-replicapoolupdater1_beta1",12,1
"google-replicapoolupdater1_beta1-cli",13,0
"google-reseller1_sandbox",12,1
"google-reseller1_sandbox-cli",13,0
"google-resourceviews1_beta2",12,1
"google-resourceviews1_beta2-cli",13,0
"google-runtimeconfig1",8,1
"google-runtimeconfig1_beta1",8,1
"google-runtimeconfig1_beta1-cli",7,0
"google-runtimeconfig1-cli",2,0
"google-safebrowsing4",10,1
"google-safebrowsing4-cli",13,0
"google-script1",8,0
"google-searchconsole1",8,1
"google-searchconsole1-cli",11,0
"google-servicecontrol1",8,1
"google-servicecontrol1-cli",11,0
"google-serviceregistryalpha",11,1
"google-serviceregistryalpha-cli",13,0
"google-sheets4",8,1
"google-sheets4-cli",11,0
"google-siteverification1",12,1
"google-siteverification1-cli",13,0
"google-slides1",8,1
"google-slides1-cli",12,0
"google-sourcerepo1",8,1
"google-sourcerepo1-cli",11,0
"google-spanner1",8,1
"google-spanner1-cli",11,0
"google-spectrum1_explorer",12,1
"google-spectrum1_explorer-cli",13,0
"google-speech1",8,0
"google-speech1_beta1",8,1
"google-speech1_beta1-cli",11,0
"google-sqladmin1_beta4",12,1
"google-sqladmin1_beta4-cli",13,0
"google-storage1",12,1
"google-storage1-cli",13,0
"google-storagetransfer1",11,1
"google-storagetransfer1-cli",13,0
"google-surveys2",9,1
"google-surveys2-cli",12,0
"google-tagmanager1",12,1
"google-tagmanager1-cli",13,0
"google-tagmanager2",8,1
"google-tagmanager2-cli",11,0
"google-taskqueue1_beta2",12,1
"google-taskqueue1_beta2-cli",13,0
"google-tasks1",12,1
"google-tasks1-cli",13,0
"google-testing1",8,1
"google-testing1-cli",11,0
"google-tpu1_alpha1",8,1
"google-tpu1_alpha1-cli",11,0
"google-translate2",12,1
"google-translate2-cli",13,0
"google-urlshortener1",12,1
"google-urlshortener1-cli",13,0
"google-vault1",8,1
"google-vault1-cli",11,0
"google-videointelligence1_beta1",8,1
"google-videointelligence1_beta1-cli",11,0
"google-vision1",8,1
"google-vision1-cli",11,0
"google-webfonts1",12,1
"google-webfonts1-cli",13,0
"google-webmasters3",12,1
"google-webmasters3-cli",13,0
"google-youtube3",12,2
"google-youtube3-cli",13,0
"google-youtubeanalytics1",12,1
"google-youtubeanalytics1-cli",13,0
"google-youtubereporting1",11,1
"google-youtubereporting1-cli",13,0
"gopher-core",8,0
"gost94",6,1
"gotham",23,0
"gotham_derive",3,1
"government_id",1,0
"gpc",3,0
"gpedit-sys",1,0
"gpg-error",2,2
"gpgme",13,5
"gpgme-sys",7,1
"gph",1,0
"gphoto",2,0
"gphoto2-sys",2,1
"gpio",0,1
"gpio-utils",8,0
"gpmuuid-sys",1,0
"gpsd",1,0
"gpt",8,0
"gpu-sw",2,0
"gpx",5,0
"gql",2,0
"gr",1,0
"grabbag",1,0
"grabbag_macros",1,2
"grabinput",1,1
"graceful",2,0
"graf",7,0
"grafen",8,0
"gramatica",1,0
"gramschmidt",6,0
"graph-generators",2,0
"graph-io-gml",2,2
"graph-neighbor-matching",7,1
"graph-rs",1,0
"graph-similarity-cmd",5,0
"graphene",1,0
"graphflo",10,0
"graphic",2,0
"graphify",0,1
"graphite",16,0
"graphml",6,0
"graphql-cli",3,0
"graphql-idl-parser",3,1
"graphql-idl-parser-ffi",2,0
"graphql-parser",3,1
"graphy_backend",4,0
"graphy_dll",8,5
"graphy_dll_error",1,1
"graphy_environment",3,3
"graphy_event",6,1
"graphy_event_error",1,0
"graphy_module",5,4
"graphy_plugin",6,2
"graphy_shared_funcs",7,0
"graphy_static",5,1
"graphy_static_util",1,1
"gravatar",2,0
"greenglas",5,0
"greentask",1,0
"grep",5,1
"greyhawk-vm",3,0
"grid_2d",2,7
"grid_search",7,0
"grid-sim",3,0
"gridsim-ui",3,0
"grnenv-rs",15,0
"groestl",6,1
"groestl-aesni",4,0
"grok",3,0
"gron",2,1
"groonga-sys",2,1
"groove",1,0
"group-by",0,1
"grpc",14,3
"grpc_etcd",6,0
"grpc-compiler",1,1
"grpc-rust",5,0
"grpcio",15,2
"grpcio-compiler",1,2
"grpcio-proto",4,1
"grpcio-sys",5,1
"grr",3,0
"grust",6,0
"gsbrs",3,0
"GSL",5,5
"gssapi-sys",1,0
"gst",4,0
"gst-plugin",10,0
"gstreamer",12,8
"gstreamer-app",11,0
"gstreamer-app-sys",7,1
"gstreamer-audio",10,0
"gstreamer-audio-sys",8,2
"gstreamer-base",8,3
"gstreamer-base-sys",6,9
"gstreamer-mpegts-sys",6,0
"gstreamer-net",7,0
"gstreamer-net-sys",6,1
"gstreamer-pbutils-sys",9,0
"gstreamer-player",10,1
"gstreamer-player-sys",7,1
"gstreamer-sys",5,17
"gstreamer-tag-sys",7,2
"gstreamer-video",11,2
"gstreamer-video-sys",7,3
"gstuff",4,3
"gta-vc-settings",1,0
"gtag",1,0
"gtk",17,47
"gtk-rs-lgpl-docs",1,7
"gtk-source-sys",10,1
"gtk-sys",12,19
"gtld-data",2,0
"gtmpl",8,0
"gtmpl_derive",3,1
"gtp-parser-generator",2,0
"gtypes",1,8
"gudev",5,0
"gudev-sys",5,1
"guessing_game",1,0
"guetzli-sys",5,0
"guid",7,1
"guid-macro-impl",5,1
"guid-parser",2,2
"guifast",10,0
"guile",2,0
"guile-rs",3,0
"guile-rs-sys",3,1
"guile-sys",1,2
"gumdrop",2,3
"gumdrop_derive",2,4
"gurobi",2,0
"gust",4,0
"gutenberg",23,0
"guzuta",18,0
"gvr-sys",1,1
"gw2",7,0
"gw2rs",9,0
"gzip-header",2,1
"h2",12,1
"h256only",2,0
"hack_log",5,0
"hackchat",3,0
"hackeraudit-api-common",3,2
"hackeraudit-cli",12,0
"hacknow",2,0
"hackrf-hal",1,1
"hacl-star",3,0
"hacl-star-sys",3,1
"hacl-sys",3,0
"hadean",6,1
"hadean-std",5,0
"haikunator",2,0
"hal",1,0
"hal-ml",12,0
"half",2,3
"half_edge_mesh",2,1
"halfpoint_rs",1,0
"hamcrest",2,8
"hamlet",0,1
"hammer",3,0
"hamming",2,6
"hamt",3,0
"hamt-rs",2,0
"hamt-sync",1,0
"handlebars",18,58
"handlebars_switch",2,0
"handlebars-iron",21,7
"handlebars-markdown-helper",2,0
"handlebars-template-handler",5,0
"handlers",2,0
"handoff_counter",1,0
"handy_async",2,6
"handy_io",2,1
"hangar",4,0
"hangman",1,0
"hanja",2,0
"hansard",4,0
"hanzi4096",3,0
"happv",6,1
"happy",11,0
"haque",1,0
"harfbuzz",1,0
"harfbuzz_rs",4,0
"harfbuzz-sys",5,2
"harmony",1,0
"harsh",1,0
"harvey-holt",6,0
"has",0,1
"hash",1,0
"hash_hasher",2,0
"hash_ring",2,0
"hash-roll",5,0
"hash-table",4,0
"hashdb",2,2
"hashicorp_vault",7,2
"hashmap2",1,0
"hashpipe",7,0
"hashring",1,0
"hashtag",3,0
"hashwriter",1,0
"hask-replace",5,0
"hate",12,0
"haudit",12,0
"haveibeenpwnd",6,0
"hawk",7,0
"haxonite",12,0
"hazard",1,1
"hazel",2,0
"hazelcast_rest",1,0
"hb",13,0
"hbaapi-sys",1,0
"hbs",2,1
"hbs-acc",2,1
"hbs-acc-pow",2,1
"hbs-acc-pow-sys",3,2
"hbs-acc-sys",3,2
"hbs-builder",2,4
"hbs-common-sys",1,5
"hbs-pow",2,1
"hbs-pow-sys",3,2
"hbs-sys",3,2
"hc",3,0
"hc128",4,0
"hc256",1,1
"hcap",1,0
"hdbconnect",21,0
"hdd",8,0
"hdd_standby",1,0
"hdf5",4,0
"hdf5-rs",9,0
"hdf5-sys",2,2
"hdfs",5,0
"hdrhistogram",11,0
"hdrhistogram-c",2,0
"hdrsample",10,3
"he_di",8,1
"he_di_derive",7,1
"he_di_internals",1,2
"healthy",4,0
"heap",2,1
"heapless",2,0
"heapsize",4,29
"heapsize_derive",3,4
"heapsize_plugin",1,10
"heartbeat",1,0
"heartbeats-simple",6,0
"heartbeats-simple-sys",8,1
"heatmap",2,3
"heatseeker",8,0
"heck",1,13
"hedge",4,0
"helianto",11,0
"heliotrope",4,0
"helix",9,0
"helix_runtime",4,0
"hello-cli",1,0
"helpscout",12,0
"hematite",21,0
"hematite_server",10,0
"hematite-client",19,0
